authors,created,description,id,is_prerelease,listed,summary,tags,total_downloads,verified,version 
Jose Romaniello,2011-03-07T21:34:15.53Z,"Asp.Net MVC2 sample artifacts for IoC integration with Castle.Windsor.
		Created by Jose F. Romaniello (@jfroma).",Jose.MVC.Windsor,False,True,,,1584,False,1.0.0
"Mike Rettig,Graham Nash",2011-03-24T09:16:10.36Z,Retlang is a high performance C# threading library (see Jetlang for a version in Java). The library is intended for use in message based concurrency similar to event based actors in Scala. The library does not provide remote messaging capabilities. It is designed specifically for high performance in-memory messaging.,retlang,False,True,,"threading,concurrency,event,messaging",7856,False,1.0.6
Microsoft,2011-03-17T16:51:23.527Z,This sample blog model demonstrates the use of the Entity Framework Code First support,EntityFramework.Sample,False,True,This sample blog model demonstrates the use of the Entity Framework Code First support,,5618,False,4.1.0
Simon Ferquel,2011-03-21T14:27:10.903Z,Additional layout algorithms for FlowControls,FlowControls.algos-sl,False,True,,,1290,False,1.0.0
Will Rayner,2011-03-08T03:23:45.25Z,Wraps the eventbrite.com developer API in some nice statically-typed lazy-loading classes. Refer the the project's homepage (https://github.com/penguinboy/Eventbrite.NET) for documentation.,eventbriteNET,False,True,,,4344,False,1.0.4
"Daniel Cazzulino,kzu,Clarius",2011-03-20T04:17:58.557Z,"Allows inspecting the exact type inheritance tree as declared in source, rather than the flattened view that reflection provides (for implemented interfaces, for example).

Enables code to determine what are the interfaces implemented directly by a type rather than a base class, as well as determine the ""distance"" in the hierarchy to those implementations.

var tree = typeof(Window).GetInheritanceTree();

// Gets just the base class ContentControl, instead 
// of that plus 9 interfaces implemented on base types
Assert.Equal(1, tree.Inheritance.Count);
Assert.Equal(typeof(ContentControl), tree.Inheritance.First().Type);",netfx-System.TypeInheritance,False,True,,"netfx,reflection",4350,False,1.0.0.1
"NHibernate community,Hibernate community",2011-03-13T03:53:37.917Z,"NHibernate is a mature, open source object-relational mapper for the .NET framework.
      This package enables the ability to use lazy-loading with LinFu dynamic-proxy.",NHibernate.LinFu,False,True,NHibernate with lazy-loading enabled.,"ORM,DataBase,DAL,Object,Relational,Mapping",10756,False,3.1.0.4000
"Steffen Forkmann,Mauricio Scheffer",2011-03-14T11:51:58.713Z,FAKE - F# Make - is a build automation tool for .NET. Tasks and dependencies are specified in a DSL which is integrated in F#.,FAKE,False,True,,build,1335806,False,1.52.5
Yoann Esnaud,2011-03-17T19:00:28.957Z,Fluent Spring configuration for Spring.Net,FluentSpring.Net,False,True,"With this extension you do not need to use xml for spring.net configuration, but instead configure your DI container in code",,4454,False,1.1.0
Nicolas MoyÃ¨re,2011-03-20T14:32:28.103Z,Meleze.Web is a toolbox to optimize ASP.NET MVC 3.0 application. It provides HTML Minification of Razor views and caching of the returned pages.,Meleze.Web,False,True,,,20538,False,1.0.0
Julien Brunet,2011-03-06T19:49:20.757Z,"cloud4net is a framework to abstract cloud storage implementations, like ADO.net does for databases. Management tools are also provided.",Cloud4Net.WindowsAzure,False,True,,"cloud,api,azure,amazon",5546,False,1.0.6
"Damian Edwards,Tatham Oddie",2011-03-25T23:43:36.413Z,Provides Castle Windsor integration for Web Forms MVP presenter resolution.,WebFormsMvp.Castle,False,True,,,5136,False,1.1.0
Mads Kristensen,2011-03-15T22:45:09.857Z,"HTML5 Setup adds support for video, audio and font file types used by HTML5 and CSS3",HTML5.Setup,False,True,,"html5,css3,standards,filetypes,ogg,woff,eot,mp4,m4v,webm,video,audio,font",15239,False,0.7.0
Daniel González García,2011-03-17T19:56:23.797Z,Implementation of the Money Value Object to support representing moneys in the currencies defined in the ISO 4417 standard.,NMoneys,False,True,"NMoneys (plural) is a simple .Net library to represent monetary quantities. Provides: a) types for representing currencies that conform to the ISO 4217 standard and quantities of money in a given currency.
			b) simple but extensible operations with monetary quantities of the same currency. c) ways of formatting the representation of monetary quantities",,25441,False,1.4.0
Jon Galloway via ( Eric Hexter),2011-03-10T02:31:32.847Z,Download packages from a remote feed to a local directory,Nuget.Downloader,False,True,Download packages from a remote feed to a local directory,nuget,6767,False,1.0.0.4
"Jon Galloway,Eric Hexter",2011-03-12T01:29:45.373Z,Download packages from a remote feed to a local directory,Nuget.Downloader,False,True,"Download packages from a remote feed to a local directory. Adds one command: Download-Packages By default, only pulls the top 100 packages by download count. Inspired by Steve Michelotti's local repository PowerShell script.",nuget,6767,False,1.0.0.6
Mike O'Brien,2011-03-06T04:08:56.63Z,The WCF REST Contrib library adds functionality to the current WCF REST implementation.,wcfrestcontrib,False,True,The WCF REST Contrib library adds functionality to the current WCF REST implementation.,"wcf,rest",31234,False,1.6.119
"Chad Myers,Jeremy D. Miller,Joshua Flanagan",2011-03-26T15:33:07.153Z,Additional functionality useful for FubuMVC applications that use NHibernate and StructureMap,FubuMVC.FastPack,False,True,,"fubumvc,mvc,nhibernate",43920,False,0.4.0.379
xgluxv,2011-03-22T16:54:14.687Z,"Parser AIS's binary messages to strings that people can understand
HOW-TO: http://lu.9efish.com/blog/how-to-use-aisparser.net",AISParser.Net,False,True,"Parser AIS's binary messages to strings that people can understand
HOW-TO: http://lu.9efish.com/blog/how-to-use-aisparser.net","AIS,Parser,NMEA",3300,False,0.4.0
"Troy Goode,Scott Guthrie",2011-03-27T05:27:47.01Z,"PagedList makes it easier for .Net developers to write paging code. It allows you to take any IEnumerable<T> and by specifying the page size and desired page index, select only a subset of that list. PagedList also provides properties that are useful when building UI paging controls.",PagedList,False,True,,,1943681,False,1.2.0
Topten Software,2011-03-21T11:44:47.63Z,"PetaPoco is a tiny (< 1,000 lines) .NET data access layer inspired by Massive, but for use with non-dynamic POCO objects.",PetaPoco,False,True,,"ORM,POCO,MVC,MVC2,MVC3,ASP.NET,WebForms,WebMatrix,MySQL,Database",195888,False,1.2.0
Aaron Powell,2011-03-15T02:19:01.837Z,An Autofac-based Presenter Factory which allows custm IoC with WebForms MVP.,WebFormsMvp.Contrib.Autofac,False,True,,,2755,False,1.0.0
IronRuby Community,2011-03-10T05:18:25.88Z,the Ruby programming language for the .NET Framework,IronRuby,False,True,,"ironruby,ruby",129805,False,1.1.2
Jose Romaniello,2011-03-16T01:01:04.047Z,NHibernate proxy collections for .Net 4 Set and SortedSet. Created by Jose F. Romaniello (@jfroma).,NHibernate.SetForNet4,False,True,,,6429,False,1.0.0
Paul Betts,2011-03-23T04:07:37.613Z,An MVVM library for .NET that is deeply integrated with the Reactive Extensions,reactiveui-core,False,True,,,312575,False,2.2.1
"Matt Florence,Amir Rajan",2011-03-25T05:41:25.81Z,NSpec is a BDD unit testing framework using the context/specification style built for .NET developers. NSpec is heavily inspired by RSpec and built upon the NUnit assertion library.,nspec,False,True,,"testing,bdd,tdd",56636,False,0.9.10
"Aaron Jensen,Alexander GroÃŸ,et al.",2011-03-06T01:35:52.45Z,Machine.Specifications is a Context/Specification framework geared towards removing language noise and simplifying tests.,Machine.Specifications,False,True,Machine.Specifications Context/Specification framework,"test,unit,testing,context,specification,bdd,tdd",528124,False,0.4.1
"Daniel Cazzulino,kzu,Clarius",2011-03-20T03:23:46.163Z,"Traverse an enumerable tree, depth or breadth first. 
Example:

var dirs = new DirectoryInfo(""C:\\"")
	.Traverse(TraverseKind.BreadthFirst, dir => dir.EnumerateDirectories());",netfx-System.Collections.Generic.IEnumerable.Traverse,False,True,,"netfx,enumerable,generic,linq",6917,False,1.0.0.7
vip32,2011-03-22T21:13:04.593Z,xtricate.build is a psake build and deployment extension,xtricate.build,False,True,,"psake,powershell,build,deploy,configuration",5103,False,0.10.10322.1333
Julien Brunet,2011-03-06T19:49:17.827Z,"cloud4net is a framework to abstract cloud storage implementations, like ADO.net does for databases. Management tools are also provided.",Cloud4Net.Core,False,True,,"cloud,api,azure,amazon",6458,False,1.0.6
"Matt Florence,Amir Rajan",2011-03-27T02:01:40.917Z,NSpec is a BDD unit testing framework using the context/specification style built for .NET developers. NSpec is heavily inspired by RSpec and built upon the NUnit assertion library.,nspec,False,True,,"testing,bdd,tdd",56636,False,0.9.15
Autofac Contributors,2011-03-12T23:17:53.633Z,Base assemblies for the Autofac Inversion of Control Container,Autofac,False,True,Autofac is an IoC container for Microsoft .NET. It manages the dependencies between classes so that applications stay easy to change as they grow in size and complexity.,,9028901,False,2.4.5.724
Soul_Master,2011-03-16T08:42:53.21Z,"Itâ€™s JqGrid extension that helps you to dynamically create JavaScript code for displaying JqGrid. The primary target of this project is generating readable and customizable JqGrid script via fluent-style helper methods, including controller helper for sending/retrieving of JqGrid data.",Higgs.MVC.JqGrid,False,True,,"JqGrid,Grid,Control,UI,Web-2.0",,False,1.0.108.2
"Steffen Forkmann,Bjoern Rochel",2011-03-11T18:00:00.853Z,"Machine.Fakes attempts to simplify the usage of such frameworks on top of Machine.Specifications by helping to reduce a lot of the typical fake framwork related clutter code in specifications. If you choose so, Machine.Fakes even helps you to stay mostly independent of a concrete fake framework by providing a little wrapper API and a provider model for fake frameworks.  This is the adapter for NSubstitute 1.0.0.0",Machine.Fakes.NSubstitute,False,True,,"tdd,bdd,testing,unittest,fakes,mocks",37439,False,0.2.0.2
James Craig,2011-03-27T23:43:30.783Z,"Echo.Net is a library designed to handle background tasks within a web or windows app in a simple, easily configurable manner.",EchoNet,False,True,,"multithreading,tasks",1450,False,1.1.0
Autofac Contributors,2011-03-12T23:18:36.29Z,Windows Communication Foundation integration for Autofac,Autofac.Wcf,False,True,Provides dependency injection into WCF services.,,404931,False,2.4.5.724
vip32,2011-03-11T20:16:55.467Z,Package description,xtricate.build,False,True,,"psake,build,deploy",5103,False,0.10.10311.1276
Aymeric Gaurat-Apelli,2011-03-10T02:22:37.507Z,Reproduce the flash messages functionality found in Ruby on Rails.,FlashMessages,False,True,,"Flash,Ruby,on,Rails",2925,False,0.4.0
Carver Gu,2011-03-17T09:40:59.257Z,The Taobao Api Helper for WebMatrix make it easy to add item or shop widgets on your web pages using the minimum amount of code.,Taobao.Helper,False,True,,ASPNETWEBPAGES,3862,False,1.1.3
Rudi Grobler,2011-03-14T10:08:27.337Z,WPF Themes is a collection of themes for WPF,wpfthemes,False,True,,,4763,False,0.0.1
James Craig,2011-03-18T17:47:15.68Z,The Media namespace in the CUL library.,CraigsUtilityLibrary-Media,False,True,,,47859,False,2.1.0
Bjoern Rochel,2011-03-14T08:42:09.18Z,"Machine.Fakes attempts to simplify the usage of such frameworks on top of Machine.Specifications by helping to reduce a lot of the typical fake framwork related clutter code in specifications. If you choose so, Machine.Fakes even helps you to stay mostly independent of a concrete fake framework by providing a little wrapper API and a provider model for fake frameworks.  This is the adapter for FakeItEasy 1.6.4062.205",Machine.Fakes.FakeItEasy,False,True,,"tdd,bdd,testing,unittest,fakes,mocks",34752,False,0.2.0.4
"Antoine Aubry,Marco Cecconi",2011-03-16T12:22:19.567Z,"The SixPack rapid development library is a collection of classes for rapid development on the .NET/Mono platform. It has been built with medium to large scale sites in mind, and supports high performance requirements (thousands of concurrent users per server.)",SixPack.Reflection,False,True,This package complements the SixPack library by providing useful utilities when working with reflection and expression trees.,"rapid,development,library,reflection,expression,tree",11353,False,1.2.0
"Zulfiqar Ahmed,Dominick Baier,Julian Dominguez,Daniel Cazzulino,kzu,Clarius",2011-03-20T04:45:22.047Z,"Adds the required source code and Web.config changes to support SWT tokens.

Just configure SWT token format in Azure ACS/STS, and add your SwtSigningKey value to the Web.config!",netfx-Microsoft.IdentityModel.Swt,False,True,,"netfx,swt,wif,oauth,wrap,acs,azure",3501,False,1.1.1.47
"Steffen Forkmann,Mauricio Scheffer",2011-03-27T11:17:48.167Z,FAKE - F# Make - is a build automation tool for .NET. Tasks and dependencies are specified in a DSL which is integrated in F#.,FAKE,False,True,,build,1335806,False,1.54.0
